Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
526999;2063.00;1085.70;0;0;3;;RUB;RUB
527126;15985.00;9114.00;0;0;3;;RUB;RUB
527401;7810.00;4326.00;1;1;1;"черный с золотистым";RUB;RUB
527613;5917.00;3276.00;0;0;3;;RUB;RUB
527669;704.00;432.60;0;0;3;;RUB;RUB
527696;1114.00;493.50;0;0;3;;RUB;RUB
527701;3663.00;2016.00;0;0;3;;RUB;RUB
527795;797.00;352.80;0;0;3;;RUB;RUB
527872;736.00;325.50;0;0;3;;RUB;RUB
527873;736.00;325.50;0;0;3;;RUB;RUB
527876;1001.00;443.10;0;0;3;;RUB;RUB
527877;736.00;325.50;1;2;1;фиолетовый;RUB;RUB
527878;1001.00;443.10;0;0;3;;RUB;RUB
527880;1103.00;550.20;0;0;3;;RUB;RUB
528544;13851.00;7896.00;0;0;3;;RUB;RUB
529330;748.00;275.10;1;1;1;белый;RUB;RUB
529331;464.00;154.77;1;2;1;прозрачный;RUB;RUB
529375;986.00;436.80;1;1;1;"белый с черным";RUB;RUB
529451;1383.00;690.90;0;0;3;;RUB;RUB
529852;11851.00;6762.00;0;0;3;;RUB;RUB
529974;188.00;53.97;1;2;1;красный;RUB;RUB
530007;4145.00;2289.00;1;2;1;"телесный с черным";RUB;RUB
530029;3016.00;1587.60;1;1;1;"M черный";RUB;RUB
530030;3016.00;1587.60;1;1;1;"L черный";RUB;RUB
530060;10781.00;6153.00;0;0;3;;RUB;RUB
530733;15289.00;8736.00;0;0;3;;RUB;RUB
532639;11917.00;6804.00;0;0;3;;RUB;RUB
532652;9083.00;5187.00;0;0;3;;RUB;RUB
532666;14436.00;8232.00;0;0;3;;RUB;RUB
